Temperature,pH,Time
23.5,6.75,8/11/2024 0:06
23.56,6.77,8/11/2024 0:06
23.56,6.76,8/11/2024 0:07
23.5,6.75,8/11/2024 0:08
23.56,6.74,8/11/2024 0:09
23.5,6.75,8/11/2024 0:10
23.5,6.76,8/11/2024 0:11
23.56,6.73,8/11/2024 0:11
23.56,6.73,8/11/2024 0:12
23.5,6.75,8/11/2024 0:13
23.5,6.76,8/11/2024 0:14
23.5,6.72,8/11/2024 0:15
23.5,6.75,8/11/2024 0:15
23.5,6.74,8/11/2024 0:16
23.5,6.76,8/11/2024 0:17
23.5,6.75,8/11/2024 0:18
23.5,6.75,8/11/2024 0:19
23.5,6.75,8/11/2024 0:19
23.5,6.75,8/11/2024 0:20
23.5,6.75,8/11/2024 0:21
23.5,6.74,8/11/2024 0:22
23.5,6.74,8/11/2024 0:23
23.5,6.75,8/11/2024 0:24
23.44,6.75,8/11/2024 0:24
23.44,6.74,8/11/2024 0:25
23.44,6.75,8/11/2024 0:26
23.38,6.75,8/11/2024 0:27
23.44,6.74,8/11/2024 0:28
23.5,6.75,8/11/2024 0:28
23.44,6.74,8/11/2024 0:29
23.44,6.76,8/11/2024 0:30
23.44,6.74,8/11/2024 0:31
23.44,6.73,8/11/2024 0:32
23.44,6.77,8/11/2024 0:32
23.44,6.75,8/11/2024 0:33
23.44,6.75,8/11/2024 0:34
23.44,6.74,8/11/2024 0:35
23.44,6.74,8/11/2024 0:36
23.44,6.74,8/11/2024 0:37
23.38,6.75,8/11/2024 0:37
23.44,6.75,8/11/2024 0:38
23.38,6.74,8/11/2024 0:39
23.38,6.74,8/11/2024 0:40
23.38,6.75,8/11/2024 0:41
23.44,6.75,8/11/2024 0:41
23.38,6.76,8/11/2024 0:42
23.38,6.76,8/11/2024 0:43
23.38,6.75,8/11/2024 0:44
23.38,6.73,8/11/2024 0:45
23.38,6.75,8/11/2024 0:45
23.38,6.74,8/11/2024 0:46
23.38,6.75,8/11/2024 0:47
23.38,6.75,8/11/2024 0:48
23.44,6.74,8/11/2024 0:49
23.44,6.73,8/11/2024 0:50
23.38,6.75,8/11/2024 0:50
23.38,6.75,8/11/2024 0:51
23.38,6.75,8/11/2024 0:52
23.38,6.73,8/11/2024 0:53
23.38,6.74,8/11/2024 0:54
23.38,6.76,8/11/2024 0:54
23.38,6.73,8/11/2024 0:55
23.38,6.75,8/11/2024 0:56
23.38,6.74,8/11/2024 0:57
23.38,6.74,8/11/2024 0:58
23.38,6.74,8/11/2024 0:59
23.38,6.75,8/11/2024 0:59
23.31,6.73,8/11/2024 1:00
23.38,6.75,8/11/2024 1:01
23.31,6.73,8/11/2024 1:02
23.31,6.74,8/11/2024 1:03
23.31,6.75,8/11/2024 1:03
23.31,6.73,8/11/2024 1:04
23.31,6.75,8/11/2024 1:05
23.31,6.73,8/11/2024 1:06
23.31,6.74,8/11/2024 1:07
23.31,6.73,8/11/2024 1:07
23.31,6.74,8/11/2024 1:08
23.38,6.72,8/11/2024 1:09
23.31,6.74,8/11/2024 1:10
23.31,6.73,8/11/2024 1:11
23.31,6.74,8/11/2024 1:12
23.31,6.75,8/11/2024 1:12
23.31,6.72,8/11/2024 1:13
23.31,6.73,8/11/2024 1:14
23.31,6.75,8/11/2024 1:15
23.31,6.73,8/11/2024 1:16
23.31,6.73,8/11/2024 1:16
23.31,6.74,8/11/2024 1:17
23.31,6.74,8/11/2024 1:18
23.25,6.73,8/11/2024 1:19
23.31,6.73,8/11/2024 1:20
23.31,6.74,8/11/2024 1:20
23.31,6.75,8/11/2024 1:21
23.31,6.74,8/11/2024 1:22
23.31,6.73,8/11/2024 1:23
23.25,6.75,8/11/2024 1:24
23.31,6.73,8/11/2024 1:25
23.25,6.75,8/11/2024 1:25
23.31,6.73,8/11/2024 1:26
23.31,6.74,8/11/2024 1:27
23.31,6.72,8/11/2024 1:28
23.31,6.74,8/11/2024 1:29
23.31,6.73,8/11/2024 1:29
23.25,6.74,8/11/2024 1:30
23.31,6.72,8/11/2024 1:31
23.31,6.73,8/11/2024 1:32
23.25,6.73,8/11/2024 1:33
23.25,6.74,8/11/2024 1:33
23.25,6.74,8/11/2024 1:34
23.25,6.74,8/11/2024 1:35
23.31,6.74,8/11/2024 1:36
23.25,6.74,8/11/2024 1:37
23.19,6.73,8/11/2024 1:38
23.31,6.75,8/11/2024 1:38
23.25,6.71,8/11/2024 1:39
23.25,6.73,8/11/2024 1:40
23.25,6.74,8/11/2024 1:41
23.19,6.75,8/11/2024 1:42
23.25,6.71,8/11/2024 1:42
23.25,6.73,8/11/2024 1:43
23.25,6.73,8/11/2024 1:44
23.25,6.75,8/11/2024 1:45
23.25,6.71,8/11/2024 1:46
23.25,6.73,8/11/2024 1:47
23.25,6.74,8/11/2024 1:47
23.25,6.73,8/11/2024 1:48
23.25,6.75,8/11/2024 1:49
23.25,6.74,8/11/2024 1:50
23.25,6.74,8/11/2024 1:51
23.25,6.74,8/11/2024 1:51
23.19,6.73,8/11/2024 1:52
23.25,6.75,8/11/2024 1:53
23.19,6.74,8/11/2024 1:54
23.19,6.74,8/11/2024 1:55
23.19,6.74,8/11/2024 1:55
23.19,6.72,8/11/2024 1:56
23.19,6.71,8/11/2024 1:57
23.25,6.74,8/11/2024 1:58
23.19,6.71,8/11/2024 1:59
23.19,6.75,8/11/2024 2:00
23.19,6.75,8/11/2024 2:00
23.19,6.74,8/11/2024 2:01
23.19,6.74,8/11/2024 2:02
23.19,6.75,8/11/2024 2:03
23.19,6.74,8/11/2024 2:04
23.19,6.74,8/11/2024 2:04
23.19,6.74,8/11/2024 2:05
23.19,6.71,8/11/2024 2:06
23.13,6.7,8/11/2024 2:07
23.19,6.73,8/11/2024 2:08
23.13,6.73,8/11/2024 2:08
23.13,6.74,8/11/2024 2:09
23.19,6.75,8/11/2024 2:10
23.13,6.74,8/11/2024 2:11
23.13,6.72,8/11/2024 2:12
23.13,6.73,8/11/2024 2:13
23.13,6.73,8/11/2024 2:13
23.13,6.73,8/11/2024 2:14
23.13,6.73,8/11/2024 2:15
23.13,6.73,8/11/2024 2:16
23.13,6.72,8/11/2024 2:17
23.13,6.72,8/11/2024 2:17
23.13,6.74,8/11/2024 2:18
23.13,6.73,8/11/2024 2:19
23.13,6.74,8/11/2024 2:20
23.13,6.73,8/11/2024 2:21
23.19,6.71,8/11/2024 2:22
23.13,6.7,8/11/2024 2:22
23.13,6.73,8/11/2024 2:23
23.19,6.71,8/11/2024 2:24
23.13,6.74,8/11/2024 2:25
23.13,6.71,8/11/2024 2:26
23.13,6.73,8/11/2024 2:26
23.06,6.73,8/11/2024 2:27
23.06,6.73,8/11/2024 2:28
23.13,6.71,8/11/2024 2:29
23.13,6.71,8/11/2024 2:30
23.06,6.71,8/11/2024 2:30
23.13,6.73,8/11/2024 2:31
23.13,6.73,8/11/2024 2:32
23.06,6.71,8/11/2024 2:33
23.06,6.74,8/11/2024 2:34
23.06,6.73,8/11/2024 2:35
23,6.73,8/11/2024 2:35
23.06,6.74,8/11/2024 2:36
23.06,6.73,8/11/2024 2:37
23.06,6.74,8/11/2024 2:38
23.06,6.71,8/11/2024 2:39
23.06,6.71,8/11/2024 2:39
23.06,6.74,8/11/2024 2:40
23.06,6.71,8/11/2024 2:41
23.06,6.73,8/11/2024 2:42
23.06,6.73,8/11/2024 2:43
23.06,6.73,8/11/2024 2:44
23.06,6.71,8/11/2024 2:44
23,6.73,8/11/2024 2:45
23,6.74,8/11/2024 2:46
23,6.73,8/11/2024 2:47
23,6.72,8/11/2024 2:48
23,6.71,8/11/2024 2:48
23.06,6.73,8/11/2024 2:49
23,6.71,8/11/2024 2:50
23,6.72,8/11/2024 2:51
23,6.74,8/11/2024 2:52
23,6.73,8/11/2024 2:52
23.06,6.73,8/11/2024 2:53
23,6.7,8/11/2024 2:54
23,6.71,8/11/2024 2:55
23,6.71,8/11/2024 2:56
22.94,6.7,8/11/2024 2:57
23,6.73,8/11/2024 2:57
23,6.7,8/11/2024 2:58
22.94,6.73,8/11/2024 2:59
23,6.73,8/11/2024 3:00
22.94,6.7,8/11/2024 3:01
23,6.7,8/11/2024 3:01
22.94,6.71,8/11/2024 3:02
23,6.73,8/11/2024 3:03
22.94,6.71,8/11/2024 3:04
22.94,6.71,8/11/2024 3:05
22.94,6.71,8/11/2024 3:05
22.94,6.74,8/11/2024 3:06
22.94,6.73,8/11/2024 3:07
22.94,6.73,8/11/2024 3:08
22.94,6.71,8/11/2024 3:09
22.94,6.73,8/11/2024 3:10
22.94,6.73,8/11/2024 3:10
22.94,6.73,8/11/2024 3:11
22.94,6.73,8/11/2024 3:12
22.94,6.73,8/11/2024 3:13
22.94,6.71,8/11/2024 3:14
22.88,6.71,8/11/2024 3:14
22.88,6.71,8/11/2024 3:15
22.94,6.73,8/11/2024 3:16
22.88,6.7,8/11/2024 3:17
22.88,6.68,8/11/2024 3:18
22.88,6.73,8/11/2024 3:19
22.88,6.71,8/11/2024 3:19
22.88,6.75,8/11/2024 3:20
22.88,6.7,8/11/2024 3:21
22.88,6.71,8/11/2024 3:22
22.88,6.73,8/11/2024 3:23
22.88,6.73,8/11/2024 3:23
22.88,6.71,8/11/2024 3:24
22.88,6.71,8/11/2024 3:25
22.88,6.71,8/11/2024 3:26
22.88,6.73,8/11/2024 3:27
22.88,6.71,8/11/2024 3:27
22.88,6.7,8/11/2024 3:28
22.88,6.73,8/11/2024 3:29
22.81,6.71,8/11/2024 3:30
22.88,6.7,8/11/2024 3:31
22.88,6.71,8/11/2024 3:32
22.88,6.71,8/11/2024 3:32
22.88,6.7,8/11/2024 3:33
22.88,6.68,8/11/2024 3:34
22.88,6.73,8/11/2024 3:35
22.88,6.73,8/11/2024 3:36
22.88,6.73,8/11/2024 3:36
22.88,6.73,8/11/2024 3:37
22.88,6.71,8/11/2024 3:38
22.88,6.68,8/11/2024 3:39
22.81,6.72,8/11/2024 3:40
22.88,6.7,8/11/2024 3:40
22.88,6.7,8/11/2024 3:41
22.81,6.71,8/11/2024 3:42
22.88,6.73,8/11/2024 3:43
22.88,6.71,8/11/2024 3:44
22.81,6.71,8/11/2024 3:45
22.81,6.74,8/11/2024 3:45
22.81,6.71,8/11/2024 3:46
22.88,6.71,8/11/2024 3:47
22.81,6.71,8/11/2024 3:48
22.81,6.73,8/11/2024 3:49
22.81,6.68,8/11/2024 3:49
22.81,6.71,8/11/2024 3:50
22.81,6.72,8/11/2024 3:51
22.81,6.73,8/11/2024 3:52
22.81,6.71,8/11/2024 3:53
22.81,6.71,8/11/2024 3:53
22.81,6.71,8/11/2024 3:54
22.81,6.72,8/11/2024 3:55
22.81,6.7,8/11/2024 3:56
22.81,6.73,8/11/2024 3:57
22.81,6.68,8/11/2024 3:58
22.81,6.71,8/11/2024 3:58
22.81,6.71,8/11/2024 3:59
22.81,6.71,8/11/2024 4:00
22.81,6.71,8/11/2024 4:01
22.75,6.71,8/11/2024 4:02
22.75,6.71,8/11/2024 4:02
22.75,6.71,8/11/2024 4:03
22.75,6.75,8/11/2024 4:04
22.81,6.7,8/11/2024 4:05
22.81,6.71,8/11/2024 4:06
22.75,6.71,8/11/2024 4:07
22.81,6.71,8/11/2024 4:07
22.75,6.71,8/11/2024 4:08
22.75,6.73,8/11/2024 4:09
22.81,6.71,8/11/2024 4:10
22.81,6.73,8/11/2024 4:11
22.75,6.71,8/11/2024 4:11
22.75,6.71,8/11/2024 4:12
22.75,6.71,8/11/2024 4:13
22.75,6.71,8/11/2024 4:14
22.75,6.73,8/11/2024 4:15
22.75,6.68,8/11/2024 4:16
22.75,6.7,8/11/2024 4:16
22.69,6.7,8/11/2024 4:17
22.75,6.73,8/11/2024 4:18
22.69,6.7,8/11/2024 4:19
22.69,6.72,8/11/2024 4:20
22.69,6.7,8/11/2024 4:20
22.69,6.71,8/11/2024 4:21
22.69,6.68,8/11/2024 4:22
22.69,6.71,8/11/2024 4:23
22.69,6.66,8/11/2024 4:24
22.69,6.7,8/11/2024 4:24
22.69,6.7,8/11/2024 4:25
22.69,6.71,8/11/2024 4:26
22.69,6.68,8/11/2024 4:27
22.69,6.7,8/11/2024 4:28
22.69,6.7,8/11/2024 4:29
22.69,6.7,8/11/2024 4:29
22.69,6.73,8/11/2024 4:30
22.69,6.71,8/11/2024 4:31
22.63,6.7,8/11/2024 4:32
22.69,6.68,8/11/2024 4:33
22.69,6.7,8/11/2024 4:33
22.69,6.7,8/11/2024 4:34
22.69,6.7,8/11/2024 4:35
22.69,6.7,8/11/2024 4:36
22.63,6.7,8/11/2024 4:37
22.63,6.68,8/11/2024 4:37
22.63,6.7,8/11/2024 4:38
22.63,6.71,8/11/2024 4:39
22.63,6.68,8/11/2024 4:40
22.63,6.71,8/11/2024 4:41
22.63,6.73,8/11/2024 4:42
22.56,6.68,8/11/2024 4:42
22.63,6.71,8/11/2024 4:43
22.63,6.7,8/11/2024 4:44
22.63,6.71,8/11/2024 4:45
22.63,6.68,8/11/2024 4:46
22.63,6.7,8/11/2024 4:46
22.63,6.68,8/11/2024 4:48
22.63,6.7,8/11/2024 4:49
22.63,6.7,8/11/2024 4:50
22.63,6.7,8/11/2024 4:51
22.56,6.66,8/11/2024 4:52
22.63,6.68,8/11/2024 4:52
22.63,6.71,8/11/2024 4:53
22.63,6.7,8/11/2024 4:54
22.56,6.7,8/11/2024 4:55
22.63,6.7,8/11/2024 4:56
22.63,6.68,8/11/2024 4:56
22.63,6.7,8/11/2024 4:57
22.63,6.7,8/11/2024 4:58
22.63,6.7,8/11/2024 4:59
22.63,6.7,8/11/2024 5:00
22.63,6.66,8/11/2024 5:00
22.63,6.68,8/11/2024 5:01
22.56,6.7,8/11/2024 5:02
22.56,6.7,8/11/2024 5:03
22.56,6.7,8/11/2024 5:04
22.56,6.68,8/11/2024 5:05
22.56,6.73,8/11/2024 5:05
22.63,6.71,8/11/2024 5:06
22.63,6.71,8/11/2024 5:07
22.56,6.7,8/11/2024 5:08
22.56,6.7,8/11/2024 5:09
22.56,6.71,8/11/2024 5:09
22.56,6.7,8/11/2024 5:10
22.56,6.7,8/11/2024 5:11
22.56,6.68,8/11/2024 5:12
22.56,6.7,8/11/2024 5:13
22.56,6.74,8/11/2024 5:13
22.56,6.7,8/11/2024 5:14
22.5,6.68,8/11/2024 5:15
22.56,6.7,8/11/2024 5:16
22.56,6.68,8/11/2024 5:17
22.56,6.7,8/11/2024 5:18
22.5,6.7,8/11/2024 5:18
22.56,6.7,8/11/2024 5:19
22.56,6.7,8/11/2024 5:20
22.56,6.71,8/11/2024 5:21
22.5,6.71,8/11/2024 5:22
22.56,6.66,8/11/2024 5:22
22.5,6.68,8/11/2024 5:23
22.5,6.67,8/11/2024 5:24
22.56,6.7,8/11/2024 5:25
22.56,6.7,8/11/2024 5:26
22.56,6.67,8/11/2024 5:27
22.56,6.7,8/11/2024 5:27
22.5,6.71,8/11/2024 5:28
22.56,6.68,8/11/2024 5:29
22.56,6.7,8/11/2024 5:30
22.56,6.7,8/11/2024 5:31
22.5,6.7,8/11/2024 5:31
22.56,6.7,8/11/2024 5:32
22.5,6.7,8/11/2024 5:33
22.5,6.66,8/11/2024 5:34
22.5,6.71,8/11/2024 5:35
22.56,6.7,8/11/2024 5:35
22.5,6.71,8/11/2024 5:36
22.5,6.7,8/11/2024 5:37
22.5,6.7,8/11/2024 5:38
22.5,6.7,8/11/2024 5:39
22.5,6.66,8/11/2024 5:40
22.44,6.66,8/11/2024 5:40
22.5,6.7,8/11/2024 5:41
22.5,6.66,8/11/2024 5:42
22.5,6.68,8/11/2024 5:43
22.44,6.66,8/11/2024 5:44
22.5,6.68,8/11/2024 5:44
22.44,6.66,8/11/2024 5:45
22.44,6.68,8/11/2024 5:46
22.44,6.7,8/11/2024 5:47
22.44,6.68,8/11/2024 5:48
22.5,6.7,8/11/2024 5:48
22.44,6.68,8/11/2024 5:49
22.44,6.7,8/11/2024 5:50
22.44,6.71,8/11/2024 5:51
22.38,6.68,8/11/2024 5:52
22.44,6.67,8/11/2024 5:53
22.38,6.66,8/11/2024 5:53
22.44,6.66,8/11/2024 5:54
22.44,6.66,8/11/2024 5:55
22.38,6.68,8/11/2024 5:56
22.44,6.68,8/11/2024 5:57
22.44,6.68,8/11/2024 5:57
22.38,6.68,8/11/2024 5:58
22.44,6.66,8/11/2024 5:59
22.44,6.67,8/11/2024 6:00
22.38,6.71,8/11/2024 6:01
22.38,6.68,8/11/2024 6:01
22.44,6.68,8/11/2024 6:02
22.38,6.7,8/11/2024 6:03
22.38,6.71,8/11/2024 6:04
22.38,6.67,8/11/2024 6:05
22.44,6.66,8/11/2024 6:06
22.38,6.71,8/11/2024 6:06
22.38,6.66,8/11/2024 6:07
22.38,6.67,8/11/2024 6:08
22.38,6.68,8/11/2024 6:09
22.38,6.67,8/11/2024 6:10
22.31,6.66,8/11/2024 6:10
22.38,6.68,8/11/2024 6:11
22.38,6.68,8/11/2024 6:12
22.38,6.68,8/11/2024 6:13
22.31,6.68,8/11/2024 6:14
22.38,6.68,8/11/2024 6:15
22.31,6.68,8/11/2024 6:15
22.31,6.7,8/11/2024 6:16
22.31,6.68,8/11/2024 6:17
22.38,6.68,8/11/2024 6:18
22.38,6.7,8/11/2024 6:19
22.31,6.7,8/11/2024 6:19
22.31,6.68,8/11/2024 6:20
22.38,6.7,8/11/2024 6:21
22.31,6.67,8/11/2024 6:22
22.31,6.7,8/11/2024 6:23
22.38,6.68,8/11/2024 6:23
22.31,6.7,8/11/2024 6:24
22.31,6.66,8/11/2024 6:25
22.31,6.7,8/11/2024 6:26
22.31,6.68,8/11/2024 6:27
22.31,6.66,8/11/2024 6:28
22.31,6.68,8/11/2024 6:28
22.31,6.68,8/11/2024 6:29
22.31,6.68,8/11/2024 6:30
22.31,6.7,8/11/2024 6:31
22.38,6.66,8/11/2024 6:32
22.31,6.66,8/11/2024 6:32
22.31,6.66,8/11/2024 6:33
22.38,6.68,8/11/2024 6:34
22.31,6.67,8/11/2024 6:35
22.38,6.7,8/11/2024 6:36
22.38,6.67,8/11/2024 6:37
22.31,6.68,8/11/2024 6:37
22.31,6.68,8/11/2024 6:38
22.31,6.68,8/11/2024 6:39
22.31,6.68,8/11/2024 6:40
22.31,6.68,8/11/2024 6:41
22.31,6.7,8/11/2024 6:41
22.31,6.66,8/11/2024 6:42
22.38,6.67,8/11/2024 6:43
22.31,6.71,8/11/2024 6:44
22.31,6.66,8/11/2024 6:45
22.31,6.7,8/11/2024 6:45
22.31,6.66,8/11/2024 6:46
22.31,6.66,8/11/2024 6:47
22.38,6.66,8/11/2024 6:48
22.38,6.66,8/11/2024 6:49
22.38,6.66,8/11/2024 6:50
22.38,6.7,8/11/2024 6:50
22.38,6.66,8/11/2024 6:51
22.31,6.68,8/11/2024 6:52
22.31,6.66,8/11/2024 6:53
22.38,6.66,8/11/2024 6:54
22.38,6.68,8/11/2024 6:54
22.31,6.66,8/11/2024 6:55
22.38,6.7,8/11/2024 6:56
22.31,6.7,8/11/2024 6:57
22.31,6.66,8/11/2024 6:58
22.31,6.66,8/11/2024 6:58
22.31,6.68,8/11/2024 6:59
22.31,6.66,8/11/2024 7:00
22.31,6.66,8/11/2024 7:01
22.31,6.7,8/11/2024 7:02
22.31,6.68,8/11/2024 7:03
22.31,6.66,8/11/2024 7:03
22.31,6.7,8/11/2024 7:04
22.31,6.7,8/11/2024 7:05
22.31,6.68,8/11/2024 7:06
22.31,6.66,8/11/2024 7:07
22.31,6.68,8/11/2024 7:07
22.25,6.68,8/11/2024 7:08
22.31,6.66,8/11/2024 7:09
22.25,6.7,8/11/2024 7:10
22.31,6.66,8/11/2024 7:11
22.25,6.7,8/11/2024 7:11
22.31,6.66,8/11/2024 7:12
22.31,6.66,8/11/2024 7:13
22.31,6.66,8/11/2024 7:14
22.31,6.66,8/11/2024 7:15
22.31,6.66,8/11/2024 7:16
22.31,6.68,8/11/2024 7:16
22.25,6.66,8/11/2024 7:17
22.31,6.66,8/11/2024 7:18
22.31,6.68,8/11/2024 7:19
22.31,6.68,8/11/2024 7:20
22.31,6.66,8/11/2024 7:20
22.31,6.68,8/11/2024 7:21
22.31,6.68,8/11/2024 7:22
22.31,6.7,8/11/2024 7:23
22.31,6.68,8/11/2024 7:24
22.31,6.68,8/11/2024 7:25
22.31,6.7,8/11/2024 7:25
22.31,6.68,8/11/2024 7:26
22.31,6.7,8/11/2024 7:27
22.31,6.66,8/11/2024 7:28
22.31,6.68,8/11/2024 7:29
22.31,6.68,8/11/2024 7:29
22.31,6.68,8/11/2024 7:30
22.31,6.68,8/11/2024 7:31
22.31,6.68,8/11/2024 7:32
22.31,6.66,8/11/2024 7:33
22.31,6.66,8/11/2024 7:33
22.25,6.66,8/11/2024 7:34
22.25,6.67,8/11/2024 7:35
22.31,6.66,8/11/2024 7:36
22.31,6.66,8/11/2024 7:37
22.25,6.68,8/11/2024 7:38
22.25,6.68,8/11/2024 7:38
22.31,6.66,8/11/2024 7:39
22.31,6.7,8/11/2024 7:40
22.25,6.65,8/11/2024 7:41
22.31,6.68,8/11/2024 7:42
22.31,6.66,8/11/2024 7:42
22.25,6.66,8/11/2024 7:43
22.31,6.66,8/11/2024 7:44
22.31,6.66,8/11/2024 7:45
22.25,6.68,8/11/2024 7:46
22.31,6.68,8/11/2024 7:46
22.25,6.65,8/11/2024 7:47
22.25,6.7,8/11/2024 7:48
22.31,6.66,8/11/2024 7:49
22.31,6.7,8/11/2024 7:50
22.25,6.66,8/11/2024 7:51
22.25,6.66,8/11/2024 7:51
22.25,6.66,8/11/2024 7:52
22.31,6.66,8/11/2024 7:53
22.25,6.66,8/11/2024 7:54
22.31,6.66,8/11/2024 7:55
22.25,6.68,8/11/2024 7:55
22.31,6.68,8/11/2024 7:56
22.25,6.71,8/11/2024 7:57
22.31,6.66,8/11/2024 7:58
22.31,6.7,8/11/2024 7:59
22.31,6.66,8/11/2024 8:00
22.25,6.66,8/11/2024 8:01
22.25,6.66,8/11/2024 8:02
22.31,6.66,8/11/2024 8:02
22.31,6.67,8/11/2024 8:03
22.31,6.66,8/11/2024 8:04
22.31,6.66,8/11/2024 8:05
22.31,6.66,8/11/2024 8:06
22.31,6.66,8/11/2024 8:06
22.25,6.66,8/11/2024 8:07
22.31,6.66,8/11/2024 8:08
22.25,6.68,8/11/2024 8:09
22.31,6.66,8/11/2024 8:10
22.31,6.66,8/11/2024 8:11
22.25,6.66,8/11/2024 8:11
22.31,6.65,8/11/2024 8:12
22.31,6.66,8/11/2024 8:13
22.25,6.67,8/11/2024 8:14
22.31,6.67,8/11/2024 8:15
22.31,6.66,8/11/2024 8:15
22.25,6.66,8/11/2024 8:16
22.31,6.66,8/11/2024 8:17
22.31,6.66,8/11/2024 8:18
22.25,6.66,8/11/2024 8:19
22.31,6.68,8/11/2024 8:20
22.31,6.68,8/11/2024 8:20
22.25,6.68,8/11/2024 8:21
22.25,6.66,8/11/2024 8:22
22.25,6.66,8/11/2024 8:23
22.25,6.66,8/11/2024 8:24
22.31,6.66,8/11/2024 8:24
22.31,6.67,8/11/2024 8:25
22.31,6.66,8/11/2024 8:26
22.25,6.66,8/11/2024 8:27
22.31,6.66,8/11/2024 8:28
22.25,6.66,8/11/2024 8:28
22.25,6.66,8/11/2024 8:29
22.25,6.66,8/11/2024 8:30
22.31,6.66,8/11/2024 8:31
22.31,6.66,8/11/2024 8:32
22.31,6.68,8/11/2024 8:33
22.38,6.66,8/11/2024 8:33
22.31,6.66,8/11/2024 8:34
22.31,6.66,8/11/2024 8:35
22.31,6.66,8/11/2024 8:36
22.31,6.68,8/11/2024 8:37
22.31,6.68,8/11/2024 8:37
22.38,6.66,8/11/2024 8:38
22.31,6.66,8/11/2024 8:39
22.31,6.68,8/11/2024 8:40
22.31,6.66,8/11/2024 8:41
22.31,6.68,8/11/2024 8:41
22.31,6.66,8/11/2024 8:42
22.31,6.68,8/11/2024 8:43
22.31,6.66,8/11/2024 8:44
22.38,6.66,8/11/2024 8:45
22.31,6.7,8/11/2024 8:46
22.38,6.66,8/11/2024 8:46
22.38,6.7,8/11/2024 8:47
22.38,6.68,8/11/2024 8:48
22.31,6.66,8/11/2024 8:49
22.38,6.66,8/11/2024 8:50
22.31,6.66,8/11/2024 8:50
22.38,6.68,8/11/2024 8:51
22.38,6.68,8/11/2024 8:52
22.38,6.71,8/11/2024 8:53
22.44,6.66,8/11/2024 8:54
22.44,6.66,8/11/2024 8:55
22.38,6.66,8/11/2024 8:55
22.38,6.66,8/11/2024 8:56
22.44,6.66,8/11/2024 8:57
22.38,6.67,8/11/2024 8:58
22.38,6.68,8/11/2024 8:59
22.44,6.66,8/11/2024 9:00
22.44,6.66,8/11/2024 9:00
22.44,6.66,8/11/2024 9:01
22.44,6.66,8/11/2024 9:02
22.44,6.67,8/11/2024 9:03
22.44,6.71,8/11/2024 9:04
22.44,6.66,8/11/2024 9:04
22.44,6.66,8/11/2024 9:05
22.44,6.65,8/11/2024 9:06
22.44,6.66,8/11/2024 9:07
22.44,6.68,8/11/2024 9:08
22.44,6.68,8/11/2024 9:08
22.44,6.66,8/11/2024 9:09
22.44,6.68,8/11/2024 9:10
22.5,6.68,8/11/2024 9:11
22.5,6.66,8/11/2024 9:12
22.56,6.68,8/11/2024 9:13
22.5,6.67,8/11/2024 9:13
22.56,6.68,8/11/2024 9:14
22.5,6.66,8/11/2024 9:15
22.5,6.66,8/11/2024 9:16
22.5,6.65,8/11/2024 9:17
22.56,6.7,8/11/2024 9:17
22.56,6.68,8/11/2024 9:18
22.56,6.68,8/11/2024 9:19
22.63,6.66,8/11/2024 9:20
22.63,6.66,8/11/2024 9:21
22.63,6.68,8/11/2024 9:22
22.63,6.68,8/11/2024 9:22
22.63,6.66,8/11/2024 9:23
22.69,6.66,8/11/2024 9:24
22.63,6.66,8/11/2024 9:25
22.63,6.68,8/11/2024 9:26
22.63,6.7,8/11/2024 9:26
22.69,6.7,8/11/2024 9:27
22.69,6.68,8/11/2024 9:28
22.69,6.67,8/11/2024 9:29
22.69,6.67,8/11/2024 9:30
22.69,6.7,8/11/2024 9:30
22.69,6.7,8/11/2024 9:31
22.63,6.7,8/11/2024 9:32
22.69,6.71,8/11/2024 9:33
22.69,6.68,8/11/2024 9:34
22.75,6.66,8/11/2024 9:35
22.75,6.68,8/11/2024 9:35
22.75,6.68,8/11/2024 9:36
22.75,6.7,8/11/2024 9:37
22.75,6.72,8/11/2024 9:38
22.75,6.7,8/11/2024 9:39
22.75,6.7,8/11/2024 9:39
22.75,6.7,8/11/2024 9:40
22.75,6.68,8/11/2024 9:41
22.75,6.68,8/11/2024 9:42
22.75,6.66,8/11/2024 9:43
22.81,6.7,8/11/2024 9:44
22.81,6.68,8/11/2024 9:44
22.75,6.71,8/11/2024 9:45
22.81,6.68,8/11/2024 9:46
22.75,6.7,8/11/2024 9:47
22.81,6.7,8/11/2024 9:48
22.81,6.66,8/11/2024 9:48
22.81,6.7,8/11/2024 9:49
22.81,6.67,8/11/2024 9:50
22.81,6.7,8/11/2024 9:51
22.88,6.68,8/11/2024 9:52
22.88,6.7,8/11/2024 9:53
22.88,6.7,8/11/2024 9:53
22.88,6.68,8/11/2024 9:54
22.88,6.7,8/11/2024 9:55
22.88,6.68,8/11/2024 9:56
22.94,6.7,8/11/2024 9:57
23,6.71,8/11/2024 9:57
23,6.7,8/11/2024 9:58
22.94,6.71,8/11/2024 9:59
22.94,6.7,8/11/2024 10:00
22.94,6.71,8/11/2024 10:01
22.94,6.68,8/11/2024 10:01
23,6.7,8/11/2024 10:02
23,6.71,8/11/2024 10:03
23,6.7,8/11/2024 10:04
23,6.71,8/11/2024 10:05
23,6.73,8/11/2024 10:06
23,6.7,8/11/2024 10:06
23,6.67,8/11/2024 10:07
23.06,6.71,8/11/2024 10:08
